Lab Code,Species,lipid,c12.0,c13.0,Iso14,c14.0,c14.1w9,c14.1w7,c14.1w5,Iso15,Anti15,c15.0,c15.1w8,c15.1w6,Iso16,c16.0,c16.1w11,c16.1w9,c16.1w7,c7Me16.0,c16.1w5,c16.2w6,Iso17,c16.2w4,c16.3w6,c17.0,c16.3w4,c17.1,c16.3w1,c16.4w3,c16.4w1,c18.0,c18.1w13,c18.1w11,c18.1w9,c18.1w7,c18.1w5,"c18.2d5,11",c18.2w7,c18.2w6,c18.2w4,c18.3w6,c18.3w4,c18.3w3,c18.3w1,c18.4w3,c18.4w1,c20.0,c20.1w11,c20.1w9,c20.1w7,c20.2w9,c20.2w6,c20.3w6,c20.4w6,c20.3w3,c20.4w3,c20.5w3,c22.1w11,c22.1w9,c22.1w7,c22.2w6,c21.5w3,c22.4w6,c22.5w6,c22.4w3,c22.5w3,c22.6w3,c24.1w9
P295,herring,13.97,0.07,0.02,0.01,4.32,0.16,0.03,0.08,0.09,0.03,0.24,0.01,0.01,0.05,20.08,0.33,0.1,6.77,0.13,0.03,0.1,0.13,0.09,0.91,1.65,0.61,0.23,0,0.07,1.22,2.46,0.06,0.23,20.73,4.27,0.21,0.03,0.06,0.62,0.17,0.1,0.08,0.24,0.05,0.75,0.14,0.16,0.93,4.51,0.3,0.05,0.14,0.07,0.5,0.04,0.24,11.93,5.56,0.38,0.23,0.01,0.44,0.02,0.07,0.03,0.73,5.51,0.41
P296,herring,10.1,0.08,0.03,0.02,4.38,0.13,0.03,0.1,0.15,0.05,0.36,0.01,0.01,0.1,22.76,0.34,0.15,7.11,0.21,0.04,0.08,0.14,0.13,0.65,1.05,0.49,0.29,0,0.12,0.66,2.71,0.05,0.21,22.01,4.56,0.22,0.04,0.05,0.88,0.1,0.12,0.08,0.45,0.04,1.38,0.07,0.16,0.72,3.09,0.26,0.05,0.17,0.08,0.54,0.06,0.31,9.07,3.94,0.31,0.19,0.01,0.3,0.02,0.08,0.03,0.57,7.06,0.43
P297,herring,11.42,0.09,0.03,0.02,5.32,0.21,0.03,0.08,0.16,0.05,0.35,0.02,0.01,0.09,17.55,0.38,0.14,6.57,0.22,0.04,0.1,0.13,0.17,0.73,0.77,0.51,0.25,0,0.14,0.79,1.83,0.07,0.28,13.57,3.63,0.32,0.04,0.04,0.9,0.14,0.12,0.08,0.51,0.06,1.49,0.12,0.19,1.93,6.86,0.28,0.08,0.16,0.07,0.53,0.05,0.36,9.74,10.1,0.65,0.24,0.03,0.46,0.04,0.14,0.04,0.95,8.19,0.76
P298,herring,9.71,0.08,0.04,0.03,5.83,0.21,0.02,0.08,0.2,0.07,0.4,0.01,0.01,0.1,16.42,0.39,0.12,5.31,0.24,0.04,0.08,0.12,0.19,0.59,0.79,0.42,0.25,0,0.16,0.61,1.98,0.08,0.35,12.1,3.21,0.36,0.04,0.04,1.08,0.09,0.14,0.08,0.6,0.06,1.67,0.09,0.22,3.45,7.06,0.27,0.09,0.2,0.1,0.66,0.06,0.38,8.47,13.03,0.67,0.24,0.04,0.33,0.04,0.13,0.07,0.83,8.1,0.72
P299,herring,8.84,0.08,0.02,0.02,4.23,0.16,0.02,0.08,0.15,0.04,0.32,0.01,0.01,0.08,19.86,0.34,0.16,6.98,0.23,0.04,0.09,0.14,0.12,0.7,0.96,0.48,0.29,0,0.14,0.76,2.36,0.05,0.25,19.58,4.28,0.29,0.04,0.05,0.88,0.13,0.12,0.08,0.5,0.05,1.53,0.11,0.15,1.36,3.46,0.28,0.05,0.16,0.07,0.69,0.06,0.33,11.03,5.07,0.37,0.17,0.02,0.4,0.02,0.1,0.04,0.75,8.21,0.43
P300,herring,10.12,0.07,0.02,0.02,4.68,0.22,0.02,0.07,0.16,0.05,0.35,0.01,0.01,0.1,19.92,0.34,0.13,6.48,0.23,0.04,0.09,0.13,0.17,0.66,0.84,0.49,0.27,0,0.15,0.63,2.7,0.08,0.19,20.23,4.03,0.37,0.04,0.05,0.82,0.15,0.12,0.09,0.46,0.06,1.34,0.11,0.19,1.45,4.04,0.26,0.07,0.16,0.07,0.55,0.05,0.32,9.49,5.47,0.37,0.22,0.01,0.34,0.04,0.11,0.05,0.73,8.25,0.62
P301,herring,11.38,0.09,0.03,0.02,5.18,0.22,0.03,0.08,0.18,0.05,0.38,0.02,0.01,0.09,18.64,0.37,0.15,6.44,0.23,0.04,0.09,0.13,0.16,0.68,0.83,0.45,0.27,0,0.15,0.63,2.18,0.07,0.25,15.47,3.8,0.32,0.05,0.04,0.96,0.12,0.13,0.08,0.52,0.06,1.39,0.09,0.2,1.18,7.16,0.27,0.06,0.18,0.08,0.58,0.06,0.36,9.04,9.16,0.59,0.23,0.01,0.3,0.03,0.1,0.05,0.86,7.61,0.74
P302,herring,13.01,0.08,0.03,0.02,4.65,0.18,0.03,0.08,0.17,0.05,0.37,0.01,0.01,0.09,18.9,0.37,0.17,6.76,0.23,0.05,0.08,0.14,0.14,0.66,0.94,0.46,0.3,0,0.15,0.63,2.25,0.06,0.19,18.6,4.08,0.31,0.04,0.05,0.99,0.13,0.13,0.09,0.59,0.05,1.71,0.1,0.18,1.4,4.83,0.26,0.05,0.17,0.07,0.58,0.06,0.37,10.02,6.48,0.44,0.19,0.01,0.36,0.03,0.12,0.04,0.73,7.96,0.56
P303,herring,12.34,0.07,0.02,0.03,4.72,0.19,0.03,0.09,0.13,0.04,0.29,0.01,0.01,0.1,20.62,0.47,0.15,7.8,0.31,0.04,0.11,0.13,0.12,0.85,1.24,0.6,0.26,0,0.14,0.73,2.26,0.04,0.14,17.29,4.38,0.29,0.04,0.06,0.89,0.15,0.11,0.09,0.4,0.04,1.13,0.09,0.18,0.63,1.87,0.3,0.06,0.13,0.06,0.61,0.04,0.26,14.16,3.01,0.23,0.15,0.01,0.41,0.03,0.21,0.02,0.89,9.74,0.39
P304,herring,12,0.08,0.03,0.02,4.93,0.17,0.02,0.08,0.16,0.05,0.36,0.02,0.01,0.09,20.04,0.4,0.15,6.44,0.24,0.05,0.1,0.14,0.14,0.74,1.07,0.53,0.26,0,0.14,0.91,2.4,0.05,0.17,16.02,4.1,0.3,0.04,0.05,0.9,0.13,0.13,0.08,0.53,0.06,1.63,0.12,0.19,1.1,4.75,0.26,0.06,0.18,0.08,0.59,0.06,0.36,11.17,6.73,0.47,0.24,0.01,0.37,0.03,0.1,0.04,0.73,7.81,0.66
P305,herring,9.96,0.08,0.02,0.02,4.7,0.18,0.03,0.07,0.11,0.03,0.27,0.01,0.01,0.08,19.93,0.4,0.14,6.47,0.18,0.03,0.11,0.13,0.12,0.88,1.17,0.57,0.24,0,0.09,1.08,2.58,0.07,0.15,17.48,4.35,0.27,0.04,0.05,0.77,0.18,0.12,0.08,0.32,0.05,0.98,0.14,0.16,1.41,4.43,0.29,0.06,0.15,0.08,0.65,0.04,0.3,12.05,6,0.37,0.19,0.01,0.39,0.03,0.11,0.03,0.97,7.18,0.42
P306,herring,10.78,0.08,0.03,0.02,4.79,0.25,0.02,0.06,0.13,0.04,0.27,0.01,0.01,0.07,18.43,0.37,0.13,6.52,0.15,0.03,0.11,0.13,0.11,0.86,1.12,0.64,0.23,0,0.11,1.37,2.3,0.07,0.15,17.06,3.73,0.19,0.04,0.04,0.75,0.16,0.11,0.07,0.28,0.05,0.74,0.14,0.18,0.44,7.8,0.3,0.05,0.15,0.05,0.61,0.03,0.27,11.49,7.6,0.53,0.19,0.01,0.39,0.03,0.1,0.03,1.02,6.35,0.44
P307,herring,10.8,0.09,0.02,0.02,4.84,0.3,0.03,0.07,0.17,0.05,0.33,0.01,0.01,0.08,15.94,0.53,0.18,6.58,0.28,0.08,0.09,0.13,0.18,0.64,0.74,0.41,0.26,0,0.13,0.57,1.7,0.08,0.3,14.87,3.45,0.47,0.08,0.05,0.82,0.13,0.11,0.08,0.45,0.06,1.19,0.12,0.21,2.65,7.33,0.39,0.12,0.17,0.06,0.54,0.05,0.35,8.91,10.92,0.73,0.27,0.01,0.31,0.03,0.11,0.05,0.9,8.41,0.81
P308,herring,11.97,0.08,0.02,0.02,4.73,0.19,0.03,0.07,0.15,0.04,0.32,0.01,0.01,0.08,17.29,0.31,0.13,6.3,0.18,0.03,0.08,0.12,0.14,0.69,0.77,0.45,0.26,0,0.13,0.7,2.41,0.06,0.23,19.13,3.71,0.3,0.04,0.04,0.87,0.13,0.12,0.08,0.46,0.05,1.29,0.11,0.19,1.83,6.32,0.26,0.06,0.16,0.07,0.56,0.05,0.35,9.05,8.27,0.53,0.2,0.01,0.33,0.03,0.11,0.05,0.92,7.69,0.53
P378           ,herring,14.1,0.09,0.02,0.01,4.43,0.18,0.02,0.07,0.11,0.03,0.27,0.01,0.01,0.06,19.83,0.33,0.14,6.37,0.14,0.04,0.09,0.12,0.08,0.79,0.15,0.53,0.24,0,0.12,0.92,2.75,0.06,0.19,23.46,4.19,0.18,0.02,0.05,0.73,0.16,0.11,0.09,0.32,0.05,0.85,0.12,0.16,1.03,4.09,0.27,0.04,0.14,0.09,0.93,0.04,0.26,10.77,5.11,0.33,0.18,0,0.41,0.02,0.1,0.03,0.91,6.2,0.39
P379           ,herring,8.71,0.09,0.03,0.02,5.03,0.25,0.02,0.07,0.15,0.04,0.35,0.01,0.01,0.08,17.27,0.32,0.13,6.58,0.19,0.05,0.08,0.11,0.17,0.64,0.15,0.44,0.22,0,0.15,0.61,2.04,0.07,0.31,16.17,3.31,0.34,0.04,0.03,0.81,0.14,0.11,0.08,0.46,0.09,1.25,0.1,0.21,2.3,7.37,0.26,0.06,0.14,0.07,0.65,0.04,0.31,8.64,9.87,0.6,0.19,0,0.33,0.02,0.11,0.07,0.88,8.72,0.69
P380           ,herring,7.54,0.11,0.03,0.02,5.94,0.31,0.03,0.09,0.17,0.05,0.34,0.02,0.01,0.08,17.06,0.36,0.12,7.34,0.21,0.04,0.11,0.12,0.15,0.85,0.13,0.62,0.22,0,0.14,0.89,1.89,0.06,0.28,15.16,3.67,0.34,0.04,0.05,0.85,0.15,0.13,0.09,0.39,0.08,1.17,0.12,0.21,1.79,7.18,0.33,0.07,0.17,0.09,0.74,0.03,0.33,9.69,9.41,0.61,0.23,0,0.35,0.02,0.11,0.05,0.99,6.97,0.67
P381           ,herring,11.9,0.08,0.03,0.02,5.43,0.13,0.02,0.09,0.14,0.04,0.35,0.01,0.01,0.1,21.22,0.36,0.14,6.89,0.2,0.05,0.11,0.13,0.12,0.88,0.14,0.66,0.22,0,0.15,1.22,2.2,0.08,0.18,15.71,4.22,0.27,0,0.06,0.81,0.15,0.14,0.09,0.44,0.06,1.49,0.12,0.19,2.34,3.58,0.29,0.07,0.15,0.09,0.65,0.04,0.33,11.51,6.9,0.38,0.25,0,0.4,0.02,0.1,0.04,0.81,6.5,0.5
P382           ,herring,15.58,0.1,0.03,0.04,5.8,0.11,0.05,0.11,0.22,0.07,0.5,0.01,0.01,0.12,20.78,0.63,0.21,7.22,0.37,0.05,0.12,0.21,0.08,0.88,0.25,0.73,0.39,0,0.16,0.84,2.46,0.07,0.09,16.51,4.56,0.25,0.04,0.06,1.29,0.12,0.18,0.11,1.37,0.05,2.93,0.1,0.17,1.73,0.73,0.22,0.04,0.1,0.08,0.85,0.05,0.43,12.61,2.24,0.16,0.08,0,0.51,0.02,0.19,0.02,0.77,8.52,0.27
P383           ,herring,8.29,0.1,0.02,0.02,4.51,0.17,0.02,0.08,0.11,0.03,0.27,0.01,0,0.06,21.02,0.28,0.13,7.08,0.17,0.05,0.08,0.11,0.1,0.69,0.12,0.51,0.2,0,0.12,0.69,2.41,0.04,0.21,22.48,4.36,0.26,0.03,0.05,0.6,0.15,0.1,0.08,0.3,0.04,0.94,0.1,0.14,0.85,3.49,0.27,0.04,0.14,0.05,0.61,0.03,0.27,10.67,4.14,0.33,0.18,0,0.37,0.02,0.09,0.03,0.79,8.19,0.46
P384           ,herring,11.87,0.09,0.02,0.02,5.37,0.31,0.03,0.07,0.13,0.04,0.28,0.01,0.01,0.08,19.55,0.38,0.1,6.34,0.19,0.04,0.13,0.14,0.13,1.05,0.12,0.89,0.15,0,0.1,1.81,2.22,0.08,0.17,12.66,3.38,0.29,0.03,0.05,0.58,0.22,0.12,0.1,0.29,0.09,1.07,0.21,0.17,0.76,7.98,0.28,0.07,0.12,0.07,0.57,0.02,0.29,13.63,8.1,0.5,0.24,0,0.49,0.02,0.07,0.04,1.05,5.97,0.5
P385           ,herring,12.07,0.08,0.02,0.02,5.25,0.25,0.02,0.08,0.13,0.04,0.29,0.01,0.01,0.09,20.83,0.35,0.1,7.04,0.2,0.04,0.12,0.13,0.1,0.93,0.12,0.72,0.17,0,0.1,1.58,2.09,0.08,0.14,14.81,3.67,0.27,0,0.05,0.61,0.18,0.12,0.08,0.26,0.07,0.98,0.18,0.16,0.44,7.12,0.27,0.06,0.13,0.08,0.66,0.03,0.28,12.93,6.67,0.44,0.23,0.01,0.46,0.02,0.07,0.03,0.86,6.24,0.44
P487           ,pilchard,8.57,0.06,0.04,0.02,5.09,0.11,0.03,0.03,0.09,0.04,0.41,0,0.01,0.09,20.66,0.25,0.36,6.28,0.18,0.06,0.15,0.15,0.17,0.79,0.28,1.52,0.17,0,0.1,2.93,3.67,0.05,0.1,14.02,3.78,0.18,1.26,0.05,0.81,0.39,0.22,0.25,0.31,0.44,2.4,0.4,0.15,0.42,1.52,0.21,0.04,0.14,0.17,0.58,0.03,0.7,14.24,1.21,0.31,0.11,0.09,0.75,0.07,0.13,0.05,2.57,7.67,0.51
P488           ,pilchard,11.84,0.05,0.02,0.01,5.19,0.1,0.03,0.03,0.07,0.03,0.28,0.01,0.01,0.07,20.52,0.24,0.37,6.67,0.17,0.03,0.17,0.14,0.13,0.88,0.21,1.23,0.16,0,0.09,2.87,4.15,0.04,0.08,14.01,4,0.12,1.17,0.05,0.62,0.41,0.23,0.2,0.32,0.23,2.2,0.45,0.15,0.42,1.27,0.18,0.05,0.12,0.15,0.53,0.05,0.73,16.37,0.94,0.3,0.12,0.01,0.73,0.07,0.1,0.05,3.06,6.3,0.34
P489,pilchard,22.81,0.04,0.02,0.01,5.14,0.08,0.01,0.03,0.01,0.01,0.24,0.01,0.01,0.04,21.19,0.17,0.38,6.96,0.15,0.02,0.19,0.14,0.07,0.92,0.17,1.2,0.13,0,0.03,3.18,4.32,0.04,0.09,16.2,4.14,0.11,1.29,0.06,0.57,0.49,0.23,0.18,0.22,0.11,1.76,0.5,0.13,0.06,1.11,0.12,0.02,0.08,0.14,0.9,0.02,0.66,16.13,0.16,0.25,0.05,0.01,0.72,0.04,0.07,0.03,3.53,4.62,0.27
P490           ,pilchard,17.26,0.05,0.02,0.01,5.7,0.1,0.04,0.03,0.07,0.02,0.27,0.01,0.01,0.06,19.9,0.19,0.24,7.04,0.17,0.03,0.18,0.14,0.09,0.9,0.2,1.2,0.15,0,0.04,3.26,3.81,0.04,0.08,14.73,3.89,0.11,0.64,0.04,0.64,0.46,0.23,0.19,0.28,0.18,2.02,0.52,0.15,0.24,1.89,0.13,0.02,0.1,0.16,1.12,0.03,0.76,15.95,0.42,0.35,0.05,0.01,0.74,0.06,0.09,0.06,3.4,5.95,0.42
P491           ,pilchard,27.13,0.05,0.02,0.01,5.8,0.1,0.04,0.03,0.07,0.03,0.27,0.01,0.01,0.05,18.44,0.2,0.29,7.62,0.16,0.03,0.18,0.16,0.1,1.02,0.18,1.3,0.14,0,0.04,3.39,4.36,0.04,0.07,15.15,3.56,0.1,1.27,0.04,0.57,0.42,0.24,0.18,0.22,0.18,1.89,0.45,0.15,0.14,1.35,0.11,0.02,0.09,0.14,1.02,0.02,0.67,17.52,0.31,0.24,0.05,0.08,0.74,0.05,0.07,0.04,3.25,5.21,0.3
P492           ,pilchard,18.85,0.06,0.03,0.02,6.47,0.15,0.04,0.04,0.1,0.03,0.34,0.01,0.01,0.08,18.06,0.29,0.15,8.4,0.18,0.05,0.18,0.15,0.13,1.03,0.23,1.16,0.17,0,0.06,3.02,2.98,0.06,0.06,10.14,3.6,0.15,0.2,0.04,0.69,0.39,0.23,0.14,0.39,0.11,2.35,0.36,0.17,0.24,1.96,0.19,0.03,0.13,0.13,0.91,0.07,0.77,19.76,1.22,0.26,0.08,0,0.73,0.05,0.11,0.05,2.97,7.38,0.34
P493           ,pilchard,24.9,0.06,0.03,0.02,6,0.12,0.05,0.04,0.1,0.03,0.29,0.01,0.01,0.06,18.22,0.26,0.19,7.18,0.19,0.04,0.16,0.15,0.12,0.88,0.2,1.02,0.17,0,0.06,2.73,3.3,0.06,0.14,13.33,3.2,0.23,0.47,0.03,0.76,0.38,0.24,0.15,0.46,0.13,2.62,0.42,0.12,1.53,2,0.14,0.05,0.13,0.13,0.92,0.05,0.83,16.29,2.65,0.37,0.07,0.01,0.64,0.05,0.08,0.05,3.23,6.11,0.34
P494           ,pilchard,24.56,0.04,0.02,0.01,5.8,0.1,0.04,0.03,0.06,0.02,0.25,0.01,0.01,0.04,18.7,0.17,0.33,7.95,0.16,0.02,0.2,0.15,0.08,1.01,0.14,1.31,0.15,0,0.03,3.57,3.79,0.03,0.06,16.19,3.6,0.1,2.25,0.03,0.57,0.44,0.26,0.14,0.21,0.16,2.06,0.35,0.13,0.23,0.65,0.1,0.02,0.08,0.13,0.74,0.01,0.59,17.88,0.37,0.16,0.05,0.02,0.81,0.03,0.05,0.02,2.62,4.47,0.25
P495           ,pilchard,20.59,0.06,0.03,0.02,5.9,0.11,0.04,0.04,0.13,0.05,0.39,0.01,0.01,0.08,16.7,0.3,0.32,6.19,0.24,0.08,0.17,0.15,0.17,0.75,0.29,0.86,0.18,0,0.11,2.42,3.45,0.08,0.18,12.81,3.38,0.26,1.07,0.05,0.89,0.38,0.25,0.14,0.5,0.09,2.88,0.34,0.15,1.76,1.67,0.14,0.06,0.17,0.16,0.85,0.06,0.89,15.08,3.2,0.41,0.07,0.08,0.69,0.06,0.13,0.06,3.22,8.28,0.39
P496           ,pilchard,19.35,0.05,0.03,0.02,6.24,0.09,0.03,0.03,0.09,0.03,0.34,0.01,0.01,0.07,19.06,0.27,0.33,7.88,0.19,0.05,0.19,0.16,0.13,1.01,0.24,1.14,0.16,0,0.06,3.27,3.79,0.05,0.07,10.91,3.62,0.11,1.03,0.05,0.65,0.41,0.26,0.15,0.33,0.13,2.25,0.42,0.17,0.11,1.22,0.14,0.02,0.11,0.15,0.95,0.04,0.76,18.71,0.4,0.22,0.06,0.01,0.77,0.05,0.09,0.05,3.14,7.18,0.34
P497           ,pilchard,19.95,0.05,0.02,0.02,5.4,0.1,0.04,0.03,0.09,0.03,0.29,0.01,0.01,0.06,19.52,0.24,0.26,6.77,0.17,0.05,0.16,0.15,0.12,0.86,0.21,0.99,0.14,0,0.05,2.76,4.54,0.04,0.1,15.77,3.46,0.12,0.59,0.04,0.62,0.38,0.21,0.16,0.28,0.1,1.75,0.41,0.15,0.4,2.27,0.14,0.02,0.12,0.14,0.88,0.03,0.68,16.4,0.61,0.36,0.06,0,0.68,0.06,0.09,0.05,2.95,6.46,0.36
P498           ,pilchard,20.46,0.05,0.02,0.01,6.13,0.09,0.03,0.03,0.08,0.03,0.3,0.01,0.01,0.05,18.99,0.23,0.39,7.96,0.2,0.04,0.17,0.15,0.09,0.95,0.19,1.01,0.15,0,0.04,3.05,3.52,0.04,0.08,13.85,3.48,0.12,1.79,0.04,0.62,0.37,0.24,0.15,0.25,0.07,1.8,0.41,0.13,0.48,1.4,0.14,0.03,0.1,0.14,0.86,0.03,0.67,17.58,1.13,0.24,0.06,0.08,0.71,0.04,0.07,0.04,2.97,5.64,0.25
P499           ,pilchard,15.67,0.05,0.02,0.01,6.13,0.1,0.04,0.03,0.07,0.02,0.3,0.01,0.01,0.04,19.05,0.24,0.31,8.21,0.2,0.04,0.19,0.15,0.11,0.99,0.21,1.14,0.15,0,0.04,3.25,3.57,0.04,0.06,11.55,3.85,0.12,1.25,0.04,0.64,0.44,0.25,0.16,0.28,0.1,2.07,0.46,0.16,0.13,1.26,0.14,0.02,0.11,0.14,0.85,0.03,0.73,18.55,0.58,0.18,0.07,0.01,0.74,0.05,0.1,0.04,2.82,7.08,0.31
P500           ,pilchard,21.95,0.06,0.03,0.01,5.91,0.12,0.04,0.04,0.09,0.03,0.3,0.01,0.01,0.06,20.76,0.23,0.4,7.27,0.19,0.06,0.18,0.14,0.12,0.9,0.19,1.29,0.17,0,0.06,3.11,3.21,0.05,0.09,12.66,3.53,0.19,1.34,0.05,0.67,0.39,0.25,0.17,0.35,0.23,2.61,0.39,0.12,0.74,1.52,0.14,0.04,0.12,0.14,0.82,0.04,0.77,15.71,1.53,0.29,0.07,0.07,0.74,0.04,0.08,0.05,2.65,6.14,0.35
P501           ,pilchard,19.9,0.09,0.04,0.03,6.22,0.09,0.05,0.04,0.13,0.05,0.46,0.01,0.01,0.09,19.46,0.31,0.35,6.41,0.22,0.08,0.16,0.15,0.17,0.76,0.3,0.82,0.18,0,0.07,2.39,3.49,0.06,0.1,13.3,3.31,0.17,0.76,0.04,0.92,0.33,0.23,0.15,0.51,0.09,2.16,0.39,0.16,0.75,1.59,0.18,0.04,0.17,0.17,0.82,0.06,0.83,15.49,1.33,0.38,0.07,0.01,0.67,0.08,0.13,0.06,2.82,8.82,0.34
P502           ,pilchard,25.09,0.05,0.03,0.02,6.41,0.11,0.04,0.04,0.1,0.04,0.34,0.01,0.01,0.06,18.31,0.25,0.29,7.65,0.2,0.05,0.18,0.15,0.11,0.96,0.2,1.12,0.17,0,0.06,3.11,3.07,0.06,0.12,12.04,3.42,0.18,0.82,0.04,0.81,0.38,0.26,0.15,0.39,0.12,2.56,0.39,0.11,1.22,1.6,0.14,0.04,0.14,0.15,0.83,0.04,0.83,17.3,2.15,0.35,0.07,0,0.77,0.05,0.09,0.05,2.72,6.17,0.34
P503           ,pilchard,21.58,0.05,0.02,0.01,5.87,0.11,0.03,0.03,0.07,0.02,0.3,0.01,0.01,0.04,18.63,0.23,0.27,7.94,0.18,0.05,0.18,0.14,0.1,1,0.21,1.6,0.15,0,0.03,3.54,3.77,0.04,0.07,13.44,3.64,0.13,1,0.04,0.64,0.45,0.26,0.18,0.32,0.32,2.74,0.34,0.14,0.13,1.08,0.12,0.02,0.1,0.13,0.7,0.04,0.74,17.61,0.55,0.21,0.06,0.01,0.74,0.04,0.11,0.04,2.74,6.24,0.37
P504           ,pilchard,25.46,0.06,0.02,0.02,6.25,0.09,0.04,0.03,0.08,0.03,0.3,0.01,0.01,0.05,19.52,0.21,0.3,8.02,0.17,0.03,0.2,0.16,0.09,0.97,0.2,1.09,0.16,0,0.05,3.19,3.9,0.04,0.07,13.96,3.59,0.11,1.14,0.04,0.63,0.4,0.24,0.16,0.28,0.07,1.85,0.43,0.14,0.13,1.08,0.14,0.02,0.1,0.15,0.92,0.03,0.68,17.67,0.31,0.22,0.05,0.12,0.7,0.05,0.08,0.04,3.02,5.9,0.27
P001,pollock,5.23,0.02,0.02,0.03,5.34,0.16,0.02,0.1,0.22,0.05,0.28,0.02,0.01,0.1,10.79,0.35,0.14,5.3,0.3,0.04,0.1,0.12,0.24,0.51,0.11,0.43,0.09,0,0.11,0.85,1.4,0.21,2.11,4.85,2.41,0.44,0.03,0.03,0.64,0.19,0.13,0.06,0.48,0.07,2.27,0.34,0.08,10.22,4.52,0.23,0.13,0.19,0.04,0.39,0.06,0.52,13.9,12.89,1.32,0.3,0.02,0.54,0.02,0.08,0.05,1.35,11.03,0.69
P002,pollock,6.52,0.03,0.02,0.01,4.97,0.14,0.03,0.12,0.13,0.02,0.28,0.01,0.01,0.06,13.12,0.26,0.12,8.05,0.29,0.03,0.07,0.1,0.15,0.59,0.1,0.33,0.13,0,0.1,0.66,2.49,0.12,0.88,11.93,5.31,0.41,0.04,0.04,0.81,0.19,0.12,0.05,0.44,0.05,1.54,0.22,0.06,5.18,6.05,0.23,0.08,0.22,0.04,0.33,0.06,0.41,13.7,7.07,0.74,0.17,0.02,0.55,0.01,0.07,0.04,0.93,9.21,0.37
P003,pollock,7.67,0.02,0.02,0.02,4.88,0.17,0.03,0.1,0.21,0.04,0.26,0.02,0.01,0.09,9.93,0.31,0.14,5.4,0.26,0.06,0.09,0.12,0.2,0.44,0.1,0.36,0.11,0,0.12,0.62,1.91,0.18,1.91,6.2,2.84,0.46,0.04,0.03,0.71,0.18,0.12,0.05,0.53,0.07,2.29,0.24,0.09,10.71,6.5,0.24,0.11,0.2,0.04,0.3,0.07,0.53,11.99,14.16,1.18,0.28,0.02,0.48,0.02,0.07,0.05,1.15,9.38,0.62
P004,pollock,6.76,0.02,0.02,0.03,3.91,0.14,0.03,0.08,0.26,0.05,0.25,0.02,0.01,0.11,8.81,0.38,0.14,5.31,0.24,0.06,0.11,0.14,0.24,0.41,0.12,0.42,0.11,0,0.13,0.71,1.73,0.24,2.21,5.4,2.73,0.53,0.05,0.03,0.69,0.21,0.15,0.07,0.47,0.08,2.27,0.33,0.08,9.97,5.36,0.29,0.19,0.21,0.06,0.4,0.06,0.58,13.48,15.25,1.67,0.4,0.04,0.5,0.02,0.07,0.05,1.26,9.99,0.76
P005,pollock,8.29,0.02,0.01,0.02,4.4,0.19,0.03,0.1,0.16,0.03,0.27,0.01,0.01,0.09,13,0.27,0.16,7.09,0.28,0.04,0.08,0.13,0.15,0.57,0.11,0.31,0.12,0,0.12,0.62,2.54,0.13,1.11,9.91,4.61,0.37,0.05,0.04,0.86,0.18,0.13,0.05,0.62,0.06,2.67,0.15,0.06,5.28,8.89,0.21,0.06,0.22,0.04,0.31,0.07,0.55,13.47,7.32,0.86,0.13,0.02,0.51,0.02,0.06,0.05,0.97,8.76,0.34
P006,pollock,6.87,0.02,0.02,0.02,4.57,0.2,0.02,0.09,0.18,0.03,0.25,0.02,0.01,0.09,10.53,0.26,0.15,6.13,0.26,0.06,0.09,0.14,0.18,0.54,0.1,0.38,0.1,0,0.11,0.75,1.94,0.17,2.02,6.46,3.12,0.47,0.04,0.03,0.62,0.19,0.12,0.06,0.44,0.07,2.35,0.21,0.09,9.72,8.72,0.21,0.08,0.18,0.04,0.3,0.05,0.54,12.13,11.95,0.95,0.17,0.02,0.47,0.01,0.05,0.06,1.18,9.09,0.5
P007,pollock,7.46,0.02,0.01,0.01,4.05,0.14,0.03,0.1,0.1,0.02,0.19,0.01,0.01,0.06,10.13,0.33,0.18,5.72,0.24,0.04,0.1,0.11,0.25,0.5,0.1,0.43,0.13,0,0.09,0.97,2.66,0.18,2.23,8.36,3.51,0.53,0.06,0.03,0.59,0.26,0.11,0.07,0.42,0.08,2.01,0.29,0.08,9.99,5.3,0.16,0.08,0.18,0.04,0.32,0.06,0.54,14.1,8.99,0.62,0.13,0.01,0.51,0.02,0.07,0.04,1.36,11.66,0.39
P008,pollock,8.76,0.03,0.02,0.01,5.37,0.18,0.03,0.13,0.14,0.03,0.27,0.02,0.01,0.06,10.6,0.26,0.14,6.55,0.32,0.04,0.09,0.11,0.18,0.6,0.08,0.43,0.12,0,0.09,1.01,1.92,0.13,1.93,8.2,3.5,0.53,0.04,0.03,0.74,0.2,0.12,0.05,0.51,0.06,2.1,0.25,0.09,9.67,8.23,0.19,0.08,0.18,0.03,0.26,0.06,0.46,12.09,10.17,0.78,0.14,0.02,0.56,0.01,0.06,0.05,0.96,8.42,0.36
